id,context,question,answer0,answer1,answer2,answer3,label
311HQEI8RSEH119B8N9N3LLM8MF7ZD##39L1G8WVWRP5R6LAO337NULI4WS31A##AE861G0AY5RGT##Blog_928994##q1_a1##3P520RYKCJK0MN0PY57IG7GJ88IU55,"But then Suzanne came and made it all better . :) She played quite a few songs that she 's has n't done in the previous five songs : Rock in my Pocket ( which is not about a penis ) , Cracking , Stockings ( one of my favorites ) , Some Journey , Makes you Wonder ( which is more pure than I had pictured ) . It was just really enjoyable .",What genre of music does Suzanne most likely play ?,"With songs like "" Some Journey "" Suzanne most likely plays folk music .",None of the above choices .,Stockings maybe a rap song so she 's probably a rapper .,"She has a song about rock , so it 's probably rock and roll music .",0
3TFJJUELSHNX771VAX8KWW3TOZ6C2O##3RXCAC0YISNOWIHJI3J6LYXZNOS8GV##A1WAWEY2810TFN##Blog_774796##q1_a1##3QXFBUZ4ZMUY2KP9F1Q9K478YM3GUQ,Other items were also stolen but he wants that set more than anything . Apparently it has some dark properties which he is worried will be abused should it fall in the wrong hands . He claims it must have been Death Eaters who broke into his home . But he did n't see the face of the man who jumped out the window just as he walked into the room .,What might the person who wrote this be a fan of ?,The Lord of the Rings series .,The Narnia series,The Twilight series .,None of the above choices .,3
35JDMRECC6NHDOSNP1B4GML5CYSGES##3Y5140Z9D0V2TQL2E5XKKUTEXBPPIK##A3SDFAOJW87FGP##Blog_39537##q1_a1##3PKVGQTFIJY68JIS5DHAMTRSWNWRYA,So . Yesterday was a good day . I had a nice morning and afternoon and I was in a good mood when I went to work . It was really slow so I stood at the counter playing Sudoku and it stormed a little bit so the sky was this gorgeous gray and pink and I was just happy .,What may be the reason that the sky was gray and pink ?,It was at sunrise and the sun was just peeking out,There had just been a rainstorm,It was nighttime and fireworks were exploding above,None of the above choices .,1
3XEIP58NL21VABXKWFMXEORVWAULZU##34FNN24DCPOKQGIOY8A98CILVIG5YP##AS5X6GRDJKWG3##Blog_1436304##q2_a1##32K26U12DP2V3F4II1Z6A56UZ2YDV6,And the more he drifted the more I wanted to reel him in and he just did n't want that and I could n't handle it . I needed it too much . I could n't handle someone else rejecting me again .,What may happen during their situation ?,They will work hard to stay close to their partner .,None of the above choices .,They will try to find others to date .,They will take a break from wanting to date .,3
3XEIP58NL21VABXKWFMXEORVWAULZU##34FNN24DCPOKQGIOY8A98CILVIG5YP##AS5X6GRDJKWG3##Blog_1436304##q1_a2##3IVEC1GSLRDSKPOCLJ1S6FURFIOJ11,And the more he drifted the more I wanted to reel him in and he just did n't want that and I could n't handle it . I needed it too much . I could n't handle someone else rejecting me again .,What may be a fact about their situation ?,They are driving their partner away from them .,They are on the hunt for a relationship .,They are growing apart from someone they have feelings for .,None of the above choices .,2
3XEIP58NL21VABXKWFMXEORVWAULZU##34FNN24DCPOKQGIOY8A98CILVIG5YP##AS5X6GRDJKWG3##Blog_1436304##q1_a1##3R0WOCG21ONVQ0FIDBP1EJ4BLVPDUH,And the more he drifted the more I wanted to reel him in and he just did n't want that and I could n't handle it . I needed it too much . I could n't handle someone else rejecting me again .,What may be a fact about their situation ?,They are driving their partner away from them .,They had been rejected by a lot of people .,They are on the hunt for a relationship .,None of the above choices .,1
3UQ1LLR26A6FFEQ50PUY5XCEUJFALM##3NPFYT4IZD2EBJIRQBVY1XESCXBGXJ##A3H0TLQC53H5MB##Blog_491694##q1_a1##35F6NGNVMAX09EZJMTW59V8DGX17TV,Plouf is a solid 3-star experience . We had a large group from work and an early reservation at 5:30 . That was early for dinner so we were seated right away . Service was efficient and friendly .,How did they get the reservation,They took someone else 's reservation .,They called ahead of time .,They came at 5:30,They showed up early .,1
3UQ1LLR26A6FFEQ50PUY5XCEUJFALM##3NPFYT4IZD2EBJIRQBVY1XESCXBGXJ##A3H0TLQC53H5MB##Blog_491694##q2_a1##3Q2T3FD0OPMEV08CBKS3A015HNJ3ML,Plouf is a solid 3-star experience . We had a large group from work and an early reservation at 5:30 . That was early for dinner so we were seated right away . Service was efficient and friendly .,How is food ordered and served ?,Waiter takes orders and gives food,Patrons go to serving stations with food .,None of the above choices .,Patrons order at the front counter .,0
3K8CQCU3KGFH4GV0X5I5SC13LN5NWU##3HYA4D452UYMRSI6BZGNLK8T79N2F2##A32W24TWSWXW##Blog_1318084##q1_a1##3X52SWXE0ZJYDCY98F9RC17RMS2WCE,But I did put pictures of you gals as I promised alrights ? ? XPI am so tired today . My partner took half day off to go to school to pay his school fees and I was left doing all the work after that . Had so much to do that my mind is n't working very well now .,Why might I feel a little angry with my partner ?,I was n't able to picture of the gals like I promised .,None of the above choices .,He was supposed to put up the picture of the gals but he did n't .,He could have paid his school fees on his time instead of leaving me holding the bag .,3
3L21G7IH49AIFEJB7J2VG29FRLJY1T##3ITXP059PZYV1TL0O4MER0DPU70SJL##A3EYR69AQ6D76I##Blog_1277066##q1_a1##3511RHPADXSM8KBTMYSKSLPWN23LRB,And Ryan could feel it without even looking at him . He always kind of felt responsible for the younger boy . Not like he was a kid who could n't take care of himself . More like ... his guardian angel or something .,What may have happened if he did not feel protective of the boy ?,The boy would serve as his guardian angel .,The boy would have a lot of other people to care .,The boy would have a different protector .,The boy may have needed a protector and have not had one .,3
3J5XXLQDHOPXLN2LPCTUXWKI8TWV3L##3OB0CAO74K4W692JZABIX9LB2O7HYE##A2WPPQC8S3ICVZ##Blog_1393248##q1_a1##3TY2U1TEB9OZF64GB87YAFQEAGYJJG,"I could see them now clear as day . Maybe , if I could just hold on to them long enough to make them make sense I could save us all . Savior they would call me . The words lay on the floor like fish on the deck of a boat , gasping for meaning .",What is true about me ?,I am a savior .,I am a fisherman .,I want to be important .,None of the above choices .,2
3J5XXLQDHOPXLN2LPCTUXWKI8TWV3L##3OB0CAO74K4W692JZABIX9LB2O7HYE##A2WPPQC8S3ICVZ##Blog_1393248##q2_a1##373L46LKP9KUQQAYTT7ABUQRP5YJKF,"I could see them now clear as day . Maybe , if I could just hold on to them long enough to make them make sense I could save us all . Savior they would call me . The words lay on the floor like fish on the deck of a boat , gasping for meaning .",What may happen if I could hold on to them long enough ?,I would save all of us .,None of the above choices .,I would save me .,I would save them .,0
3FULMHZ7OWBZDWRGBYXMK5TBVVA4MI##3MAOD8E57TPZG0YKXCKTJFBYLCMNXM##A3PPLDHC3CG0YN##Blog_13591##q1_a1##3TZ0XG8CBWYLPDVOYSJUWV3WXMN98R,"The little boy visited me a lot . After the mother died of a heart attack and the little boy went to live with older siblings , a young woman named Amy lived in that apartment . On the first floor lived an older African - American couple . For security there was a deadbolt on the front door to the building .",What may be the reason for the dead bolt ?,They live in a safe neighborhood .,Their residents are paranoid .,There have been multiple murders in the area .,They have had security issues in the past .,3
3FULMHZ7OWBZDWRGBYXMK5TBVVA4MI##3MAOD8E57TPZG0YKXCKTJFBYLCMNXM##A3PPLDHC3CG0YN##Blog_13591##q1_a2##3CESM1J3EKH9XVP8YOWOQ1FGPSI6WS,"The little boy visited me a lot . After the mother died of a heart attack and the little boy went to live with older siblings , a young woman named Amy lived in that apartment . On the first floor lived an older African - American couple . For security there was a deadbolt on the front door to the building .",What may be the reason for the dead bolt ?,There have been multiple murders in the area .,They live in an unsafe neighborhood .,Their residents are paranoid .,They live in a safe neighborhood .,1
3LN50BUKPXP1W7VE96OVNQPHMMGLPO##32AT8R96GOO4F9WU03QSY2M0EPNUSF##A1ELPYAFO7MANS##Blog_1172986##q1_a1##3X7837UUAFCNRBP9RPD91BL8NW9J6A,"Thursday was pretty awesome . On Wednesday , working on Noel 's research committee really made me eel a lot better , because I felt like I was capable of working on a research project . Everyone on it was incredibly nice and I spent the rest of the day socializing with my cohort . Then we headed over to the LGBTQ Center for a get - to - know - you picnic and I met some other cool people . Plus , one of the RA 's fromt he project and I became good friends there . So on Thursday , I spoke to Noel about being late to the future meetings because of class , and he also asked me how the job search was going and he took down the names of the people who were hiring .",What is the author trying to do ?,He 's trying to get a job .,He 's trying to move away .,He 's trying to sell something .,He 's trying to get into college .,0
3LN50BUKPXP1W7VE96OVNQPHMMGLPO##32AT8R96GOO4F9WU03QSY2M0EPNUSF##A1ELPYAFO7MANS##Blog_1172986##q1_a2##3VAOOVPI316B5MGGHEVO69GXHG3LLM,"Thursday was pretty awesome . On Wednesday , working on Noel 's research committee really made me eel a lot better , because I felt like I was capable of working on a research project . Everyone on it was incredibly nice and I spent the rest of the day socializing with my cohort . Then we headed over to the LGBTQ Center for a get - to - know - you picnic and I met some other cool people . Plus , one of the RA 's fromt he project and I became good friends there . So on Thursday , I spoke to Noel about being late to the future meetings because of class , and he also asked me how the job search was going and he took down the names of the people who were hiring .",What is the author trying to do ?,He 's trying to move away .,He 's trying to do research .,He 's trying to sell something .,He 's trying to get into college .,1
3LN50BUKPXP1W7VE96OVNQPHMMGLPO##32AT8R96GOO4F9WU03QSY2M0EPNUSF##A1ELPYAFO7MANS##Blog_1172986##q2_a1##3VGZ74AYTIU2GQ89TA59QYL2RQ3GCV,"Thursday was pretty awesome . On Wednesday , working on Noel 's research committee really made me eel a lot better , because I felt like I was capable of working on a research project . Everyone on it was incredibly nice and I spent the rest of the day socializing with my cohort . Then we headed over to the LGBTQ Center for a get - to - know - you picnic and I met some other cool people . Plus , one of the RA 's fromt he project and I became good friends there . So on Thursday , I spoke to Noel about being late to the future meetings because of class , and he also asked me how the job search was going and he took down the names of the people who were hiring .",Where is the author ?,He 's in the work place .,He 's at college .,He 's in high school .,He 's in a church .,1
3LN50BUKPXP1W7VE96OVNQPHMMGLPO##32AT8R96GOO4F9WU03QSY2M0EPNUSF##A1ELPYAFO7MANS##Blog_1172986##q2_a1##3SMIWMMK63JUZ6F9U6UR67TWSE0UWI,"Thursday was pretty awesome . On Wednesday , working on Noel 's research committee really made me eel a lot better , because I felt like I was capable of working on a research project . Everyone on it was incredibly nice and I spent the rest of the day socializing with my cohort . Then we headed over to the LGBTQ Center for a get - to - know - you picnic and I met some other cool people . Plus , one of the RA 's fromt he project and I became good friends there . So on Thursday , I spoke to Noel about being late to the future meetings because of class , and he also asked me how the job search was going and he took down the names of the people who were hiring .",Where is the author ?,He 's in high school .,He 's in a church .,He 's at university .,He 's in the work place .,2
3K3G488TR26T05U1XYBDE8VMC8I5QB##36H9ULYP63S72ZH7YNAFS3610CAFJT##A37IJGXG1VEBEK##Blog_806684##q1_a1##3X52SWXE0ZJYDCY98F9RC17QLZBCWE,"I soldered together an oscillator from a 555 chip this afternoon and it pretty much works . It 's got a Control Voltage input , an output and a big old 1meg pot for pitch control . The switch turns it on and off . It "" pretty much works "" in that it definitely puts out a loud square wave , but the pitch only goes up and down so much before cutting out , despite there being throw left on the dial ( about 1/5 of a turn in either direction ) .",What may I be working on ?,A complex electrical thing .,A bicycle .,A car .,A boat .,0
3P7RGTLO6EB4V88NFPIXQXZZ5JAKAT##3Z7ISHFUH1TONZCO8V7V65D5WEXZ8K##AUTYWXILTACCR##Blog_1136619##q1_a1##3T5ZXGO9DG2618DXOKUTVAQP6JFQZS,"Currently he is standing in line at the ice cream store , Berry and Jen 's . The line is wrapped around the partisan and about to overflow into the street . The open door carries in with it the sounds of the busy tourist town .",What is the reason that the line for the ice cream store is so incredibly long that it stretches straight out the door ?,They are having a buy one get two free special that is simply too tantalizing for the locals to think of passing up,They are the only ice cream store in town to accept food stamps and for this reason have a high volume of customers day in and day out,"The ice cream served here is very popular in this town , so much so that people believe it is worth waiting",None of the above choices .,2
3P7RGTLO6EB4V88NFPIXQXZZ5JAKAT##3Z7ISHFUH1TONZCO8V7V65D5WEXZ8K##AUTYWXILTACCR##Blog_1136619##q1_a2##35XW21VSVISY9ZB61NSPIVUS9YSLST,"Currently he is standing in line at the ice cream store , Berry and Jen 's . The line is wrapped around the partisan and about to overflow into the street . The open door carries in with it the sounds of the busy tourist town .",What is the reason that the line for the ice cream store is so incredibly long that it stretches straight out the door ?,None of the above choices .,"Demand for this ice cream is exceptionally high , because it is expertly crafted and the price is right",They are the only ice cream store in town to accept food stamps and for this reason have a high volume of customers day in and day out,They are having a buy one get two free special that is simply too tantalizing for the locals to think of passing up,1
362E9TQF2HOEZ4V21MPV93VPBJ7GIH##3J88R45B2HWKOWBQTULLV6SKF28PX0##A3PPLDHC3CG0YN##Blog_1322924##q1_a1##33J5JKFMK8C5GF643DZKR9LARUIQ39,"This is what I always drew when I was a kid , a room with all the shit you needed right there in it . So I ' ve got some sweet posters and a few other decorations , and it 's really become pretty awesome . Structurally finished my fourth garage band song today , and now I set to work on a fifth . Oi , this is a tiring process , but I 'll be very satisfied when it 's finished , I hope . I called to try and find some way to make peace with my friend .",What may be the reason for needing to make peace with their friend ?,They had an argument .,They started a war with them .,None of the above choices .,They had a small disagreement .,0
3G3AJKPCXLQKDOHNA39XM2SABSA4YS##3W8CV64QJ3X2AJV471726U4BLJC9HM##A3PPLDHC3CG0YN##Blog_1382120##q1_a1##3UEDKCTP9X416V9WSKID84LHXOR7KE,"He could n't believe i was alive , until i walked up to him and i told him , "" now what ? yes i m dead , so you ca n't get rid of me , how is everyone seeing me ?",What may have happened after the boy saw their dead friend ?,He may have walked right through them .,He may have passed out .,He may have no recollection of who they are .,He may pretend not to notice them .,1
3G3AJKPCXLQKDOHNA39XM2SABSA4YS##3W8CV64QJ3X2AJV471726U4BLJC9HM##A3PPLDHC3CG0YN##Blog_1382120##q1_a2##3X878VYTIGWQQ9HIR9RGSRTCPSAF7K,"He could n't believe i was alive , until i walked up to him and i told him , "" now what ? yes i m dead , so you ca n't get rid of me , how is everyone seeing me ?",What may have happened after the boy saw their dead friend ?,He may have hugged them .,He may have no recollection of who they are .,He may pretend not to notice them .,He may have walked right through them .,0
3M0556243SI0Z5AYNIW5WQRUWP9NFL##3CCZ6YKWR8HQUQB96Z6THX1LF8I59T##AB1VYJNM0H69F##Blog_856837##q1_a1##3G5RUKN2EEH6SKIS4U8DESTRM3N9NO,"A negative for lead ! I get to keep them!Mom , I know you 'll be happy . I would have been heartbroken if it had been positive . Thank you Ali for bringing to my attention the potential problems with lead in old china .",What could the narrator be referring to ?,They were talking about a recent heartbreak,None of the above choices .,Old plates that they cared for .,They were talking about lead in the water .,2
3M0556243SI0Z5AYNIW5WQRUWP9NFL##3CCZ6YKWR8HQUQB96Z6THX1LF8I59T##AB1VYJNM0H69F##Blog_856837##q1_a2##3CZH926SIES118Z3U0937XO2MJ8E48,"A negative for lead ! I get to keep them!Mom , I know you 'll be happy . I would have been heartbroken if it had been positive . Thank you Ali for bringing to my attention the potential problems with lead in old china .",What could the narrator be referring to ?,Ceramic ware they had hoped was safe .,They were talking about a recent heartbreak,They were talking about lead in the water .,None of the above choices .,0
37SQU136V92LP888VUVM2FY5LWT11A##333U7HK6ICUPZ42IRERPW1RPWQ4DJ1##A2RUHO7I7Y4XFA##Blog_1324633##q1_a1##31JUPBOORPIGQFWXNPMK14URXFY8LF,"I am a bad mother . "" Why ? "" , you might be asking yourself right now . Or not , based on the last couple of things I ' ve written about my son , but I digress . I ' ve been letting Mason snooze on his tummy .",Why was she a bad mother ?,She was n't taking proper care of the baby,None of the above choices .,She was struggling to do things around the house,She wanted to have a male child,0
37SQU136V92LP888VUVM2FY5LWT11A##333U7HK6ICUPZ42IRERPW1RPWQ4DJ1##A2RUHO7I7Y4XFA##Blog_1324633##q1_a2##3AA88CN98RHKLF5XFT8DLH5E1UWKY2,"I am a bad mother . "" Why ? "" , you might be asking yourself right now . Or not , based on the last couple of things I ' ve written about my son , but I digress . I ' ve been letting Mason snooze on his tummy .",Why was she a bad mother ?,She wanted to have a male child,She did n't know how to properly care for the baby,None of the above choices .,She was struggling to do things around the house,1
3SMIWMMK63JUZ6F9U6UR67TWP9YUW3##3FE2ERCCZ0NCPCW5C0AP4RP02RHOPE##A3VVR8NR3ED04C##Blog_151884##q1_a1##3UAU495MIK6MUX673K3HPDGAPV6OU7,"The cake turned out yummy , but it could have used another half inch or so of that coconut pecan frosting . Let 's just say the cake was very ... wholesome . The first step was to bring the applesauce to a boil and then stir in the rolled oats and let it sit ( and expand ... and thicken ) for 20 minutes .",What type of meal would a person want to eat this ?,The person would want desert .,None of the above choices .,The person would want dinner .,The person would want breakfast .,0
3SMIWMMK63JUZ6F9U6UR67TWP9YUW3##3FE2ERCCZ0NCPCW5C0AP4RP02RHOPE##A3VVR8NR3ED04C##Blog_151884##q1_a2##36GJS3V78X4PO4EF32MVD2YXHTHJGJ,"The cake turned out yummy , but it could have used another half inch or so of that coconut pecan frosting . Let 's just say the cake was very ... wholesome . The first step was to bring the applesauce to a boil and then stir in the rolled oats and let it sit ( and expand ... and thicken ) for 20 minutes .",What type of meal would a person want to eat this ?,None of the above choices .,The person would want dinner .,The person would want breakfast .,The person would want sweets .,3
33P2GD6NRNQJ5VG1LVSP7JM3IF1HK4##3BXQMRHWK0WMMPKIW9I6UVZLEBKUMB##A37IJGXG1VEBEK##Blog_1368639##q1_a1##3AQN9REUTHUC79ZNNCMQH4AOHBKYD4,You can Seal of Righteousness and cast Judgment of Wisdom and get the Seal damage Judged plus put up the Judgment of Wisdom debuff . Summon Warhorse was a new spell that teaches you to summon the Blood Elf version of the Level 30 mount . Here you can see it in the new Pet / Mount interface : At this point I was feeling pretty overwhelmed by the whole Beta . I need to rethink my entire gearset and decide what is really better based on the new stats and mechanics . I decided to go to the Isle of Quel'Danas to try the new stuff in a familiar surrounding .,What may be my favorite type of video game ?,None of the above choices .,Shooter,Sci Fi,Fantasy,3
3BPP3MA3TEYXZG6O0S8KTEQD88LELP##35BLDD71I9C1T0780LU5QHLMEKFVZA##A3VVR8NR3ED04C##Blog_336068##q1_a1##39TX062QX32PPC7GPRUCLHH3O1X3XJ,"I 'll catch up at the Moot I hope . Was cool seeing a lot of people ooc , although the Thursday is a bit of a blur ... I only called in for a pint or two , but the mead caught my eye and it all went downhill from there . My XKCD tshirt got me plenty of hugs and alcohol , which may have contributed . Passing Pentagrams ftw . Sorry to the people I was grouchy at ( OOC , that is .",Why did the narrator feel a bit dirty ?,They had plenty of condiments spilled on them .,They had plenty of booze spilled on them .,They had plenty of food spilled on them .,None of the above choices .,1
3BPP3MA3TEYXZG6O0S8KTEQD88LELP##35BLDD71I9C1T0780LU5QHLMEKFVZA##A3VVR8NR3ED04C##Blog_336068##q1_a2##3FI30CQHVMXH9SRX3X0S3N2VFPB6BJ,"I 'll catch up at the Moot I hope . Was cool seeing a lot of people ooc , although the Thursday is a bit of a blur ... I only called in for a pint or two , but the mead caught my eye and it all went downhill from there . My XKCD tshirt got me plenty of hugs and alcohol , which may have contributed . Passing Pentagrams ftw . Sorry to the people I was grouchy at ( OOC , that is .",Why did the narrator feel a bit dirty ?,They had plenty of food spilled on them .,They had plenty of alcohol spilled on them .,They had plenty of condiments spilled on them .,None of the above choices .,1
3W5PY7V3URLPAVZFX881K251M2EJYE##3TPZPLC3M3RN3N3JT2QXGORPESXP3N##A32W24TWSWXW##Blog_424224##q1_a1##33KGGVH24WVTF9T12NGTXO26QJ81XI,"I caught up with Jenn which is always wonderful because I hardly ever see her . And I ate way too much Chinese food . :) The wedding was on Saturday , and after spending Friday night with David 's mum sewing up and making alterations to my dress , I went and got my hair done Saturday morning , practised reading to Vicki and then set off . Thanks to the Bombers winning , David was able to come to the ceremony after all which was wonderful .",What may have been the exact reason David was able to come after all ?,David was seeing Jenn and sneaked home when she was out with me .,David may have placed a bet on the team and won which made it affordable to attend .,None of the above choices .,"David ate too much Chinese food , got sick and got sent home .",1
3126F2F5F818WCMF8MPRIXBPKA0EP9##3TY7ZAOG5GIBGF8ZDQR6QBJAAK00KV##A1VR49TB3Q4BV8##Blog_745801##q1_a1##3EQPA8A376APFL9KTUAKY9E3SPPZJE,"It was a daunting offer : The entire episode was to be taped for posterity and posted on our Web site at www . MPNnow.com . If I failed , not only would the kids at the camp laugh at me , but anyone who logged online could do so . I 'd been to the interactive area many years before as a youth , but as an adult , I seemed out of my element as hordes of children ran from event to event . The age difference was apparent as most of the kids measured up to my waist .",Why did I want to succeed instead of failing ?,I like being the butt of the joke .,I did n't want to be made fun off .,I enjoy being made fun off .,I like it when others make fun of me .,1
3PUOXASB571LFKX4NK77HHCS3L29Z8##3XC1O3LBOTKNGUN8WSRHPMYUX7FLTX##A3VVR8NR3ED04C##Blog_1197445##q1_a1##3CMIQF80GP44DYTMMFXIYCXU1LP6Q0,"Now he 's gone , there and for some reason , despite the fact he came back to me ... I feel awful . My head aches and I am terrified that he 's really not going to come back . I want him to come back so badly .",Why does the narrator yearn for the person 's return ?,It 's her mother .,It 's her love .,It 's her father .,It 's her sibling .,1
3PUOXASB571LFKX4NK77HHCS3L29Z8##3XC1O3LBOTKNGUN8WSRHPMYUX7FLTX##A3VVR8NR3ED04C##Blog_1197445##q1_a2##3XU9MCX6VQQG7YPLCSAFDPQNH2OR24,"Now he 's gone , there and for some reason , despite the fact he came back to me ... I feel awful . My head aches and I am terrified that he 's really not going to come back . I want him to come back so badly .",Why does the narrator yearn for the person 's return ?,It 's her mother .,It 's her partner .,It 's her father .,It 's her sibling .,1
3P4C70TRMRFGP538MPM81JNHSFTLGC##3DL65MZB8EDSO7B5TK9NNH86Y6FCEH##A11LSO6D7BMY99##Blog_720064##q1_a1##3FVBZG9CLLSWMU8410U7GXV2XQZ0HF,"tashi & i enjoy doing this one together.i also have a belly dancing workout that i want to try , but have n't yet . it feels so amazing to be getting into better shape . gracie is a year old , and i suddenly have a lot more energy a year after giving birth . my pregnancies are so rough on me , it takes a long time for me to bounce back .",What do Tashi and the author engjoy doing together ?,None of the above choices .,"Most likely , they are enjoying a work out video or exercise regime of some sort .",They are pregnant and taking a long time to bounce back .,They enjoy having enough energy to give birth .,1
3P4C70TRMRFGP538MPM81JNHSFTLGC##3DL65MZB8EDSO7B5TK9NNH86Y6FCEH##A11LSO6D7BMY99##Blog_720064##q2_a1##3YGE63DINABEJK3TWZG7H05PCEBW0A,"tashi & i enjoy doing this one together.i also have a belly dancing workout that i want to try , but have n't yet . it feels so amazing to be getting into better shape . gracie is a year old , and i suddenly have a lot more energy a year after giving birth . my pregnancies are so rough on me , it takes a long time for me to bounce back .",What does it take the author a long time to bounce back after ?,It takes a long time to bounce back after having so much energy for a year .,It takes a long time to bounce back after belly dancing with tashi .,It takes a long time to bounce back after getting into shape .,None of the above choices .,3
3ZXNP4Z39TZCQ1REDKUEN4YWMJ3L7S##337RC3OW08HHOBQ4LK3WI2AOZXUVLM##A3PPLDHC3CG0YN##Blog_1090364##q1_a1##3KWGG5KP6LG2804V4D34335ZN9ECMS,"I ' m guessing if these coaches did that they 'd get sued , so the only logical solution is to convince the league to get rid of fast pitchers . If I have any boys I will remember this article and if they wanna play ball to encourage them to only play in unorganized "" sandlot "" type baseball where the bad players are weeded out with no parent involvement or politics . Then maybe they can challenge the best team from the organized league in their fancy uniforms and crush them like in the movie . Just as long as they do n't hit my Babe Ruth ball into the yard where "" the beast "" will eat it .",What movie is speaker talking about ?,The Benchwarmers .,Angels in the Outfield .,The Sandlot .,None of the above choices .,2
3V0TR1NRVCGYBVIREV7HBEYB1164AT##3P59JYT76OZWAX076JLC2ONUW102TF##AS5X6GRDJKWG3##Blog_711510##q1_a1##3SSN80MU8E2VLAFNAXMB23Y5ZMYKXO,"Of course when I emerged from the Beer Store a hundred yards from my car , the Enforcement Officer had his digital tablet out and was writing down my license plate number ! I got back to my car , opened the trunk and put the beer in , then waited for the officer to finish completing the ticket , fully expecting to get one . Then he said to me "" I ' m writing really sloooowly ! "" . I said "" pardon me "" , and he said "" I was expecting you to scream at me .",What may be a fact about this situation ?,None of the above choices .,A cop was screaming at them over a ticket .,A cop wanted them to yell at them .,They had gotten out of a parking ticket .,3
3V0TR1NRVCGYBVIREV7HBEYB1164AT##3P59JYT76OZWAX076JLC2ONUW102TF##AS5X6GRDJKWG3##Blog_711510##q1_a2##3VDVA3ILIFTITNYBDDGP922BNQ2G1P,"Of course when I emerged from the Beer Store a hundred yards from my car , the Enforcement Officer had his digital tablet out and was writing down my license plate number ! I got back to my car , opened the trunk and put the beer in , then waited for the officer to finish completing the ticket , fully expecting to get one . Then he said to me "" I ' m writing really sloooowly ! "" . I said "" pardon me "" , and he said "" I was expecting you to scream at me .",What may be a fact about this situation ?,A cop was screaming at them over a ticket .,A cop had done them a favor that day .,A cop wanted them to yell at them .,None of the above choices .,1
3V0TR1NRVCGYBVIREV7HBEYB1164AT##3P59JYT76OZWAX076JLC2ONUW102TF##AS5X6GRDJKWG3##Blog_711510##q2_a1##3MQKOF1EE428I44N8B42W7P86BVDWB,"Of course when I emerged from the Beer Store a hundred yards from my car , the Enforcement Officer had his digital tablet out and was writing down my license plate number ! I got back to my car , opened the trunk and put the beer in , then waited for the officer to finish completing the ticket , fully expecting to get one . Then he said to me "" I ' m writing really sloooowly ! "" . I said "" pardon me "" , and he said "" I was expecting you to scream at me .",What may happen after this encounter ?,They will have to pay a fine on a ticket .,They will no receive a parking ticket .,They will park in a different spot .,They will leave with a parking ticket .,1
3V0TR1NRVCGYBVIREV7HBEYB1164AT##3P59JYT76OZWAX076JLC2ONUW102TF##AS5X6GRDJKWG3##Blog_711510##q2_a1##3K3G488TR4M8UUT8HWND66JU5TGQ5C,"Of course when I emerged from the Beer Store a hundred yards from my car , the Enforcement Officer had his digital tablet out and was writing down my license plate number ! I got back to my car , opened the trunk and put the beer in , then waited for the officer to finish completing the ticket , fully expecting to get one . Then he said to me "" I ' m writing really sloooowly ! "" . I said "" pardon me "" , and he said "" I was expecting you to scream at me .",What may happen after this encounter ?,They will leave with a parking ticket .,They will park in a different spot .,They will have to pay a fine on a ticket .,The cop will let them leave without a ticket .,3
3LN50BUKPV9M2IW7P8CVVS19T6GLPG##3NC5L260MPKL3A84E02K0ZNNZK7FOR##AUTYWXILTACCR##Blog_693095##q1_a2##39HYCOOPKQZCDSA949YFN9NH817DMU,"We went to the Mariners game last Friday ; they got a pretty nice win against Cleveland . I got the chance to try out the stitch assist mode on my camera and took a cool panorama of Safeco Field , stitched together with Windows Live Photo Gallery : We saw some exciting home runs , even a grand slam . A couple shots of the players : Once again I have to express my appreciation for my super - zoom camera . We were sitting pretty far away ( I bought cheap Microsoft group tickets ) but at the farthest zoom I was able to get the lettering on the back of Ichiro 's shirt .",What has lead the speaker to take so many photos of this sporting event ?,They are being commissioned by a magazine to take as many photos as possible,"They work as an agent for a different team , and are scouting out potential recruits","They are excited to try out the new camera features , and this seemed an oppurtune moment",They are a private investigator and are trying to collect details on Ichiro,2
3LN50BUKPV9M2IW7P8CVVS19T6GLPG##3NC5L260MPKL3A84E02K0ZNNZK7FOR##AUTYWXILTACCR##Blog_693095##q1_a1##3QI9WAYOGSPGQE8ZEJMNTCCVJ426S7,"We went to the Mariners game last Friday ; they got a pretty nice win against Cleveland . I got the chance to try out the stitch assist mode on my camera and took a cool panorama of Safeco Field , stitched together with Windows Live Photo Gallery : We saw some exciting home runs , even a grand slam . A couple shots of the players : Once again I have to express my appreciation for my super - zoom camera . We were sitting pretty far away ( I bought cheap Microsoft group tickets ) but at the farthest zoom I was able to get the lettering on the back of Ichiro 's shirt .",What has lead the speaker to take so many photos of this sporting event ?,They are being commissioned by a magazine to take as many photos as possible,They are a private investigator and are trying to collect details on Ichiro,"They are passionate about the sport and about photography , and enjoy combining the two","They work as an agent for a different team , and are scouting out potential recruits",2
